Os01g0100100	LOC_Os01g01010.1,LOC_Os01g01010.2
Os01g0168000	LOC_Os01g07364.1
Os01g0168100	LOC_Os01g07370.1,LOC_Os01g07370.2
Os01g0168200	LOC_Os01g07376.1
Os01g0168300	LOC_Os01g07382.1
Os01g0168350	None
Os01g0168400	LOC_Os01g07390.1
Os01g0168450	None
Os01g0168500	LOC_Os01g07400.1,LOC_Os01g07400.2
Os01g0168600	LOC_Os01g07410.1
Os01g0168800	LOC_Os01g07420.1
Os01g0168850	None
Os01g0168900	LOC_Os01g07430.1
Os01g0169000	None
Os01g0169100	LOC_Os01g07450.1
Os01g0169400	LOC_Os01g07480.1,LOC_Os01g07480.2
Os01g0169500	LOC_Os01g07490.1
Os01g0169600	None
Os01g0169700	None
Os01g0169800	LOC_Os01g07500.1
Os01g0169851	LOC_Os01g07500.1
Os01g0169900	LOC_Os01g07520.1
Os01g0170000	LOC_Os01g07530.1
Os01g0170051	None
Os01g0170100	LOC_Os01g07540.1
Os01g0170300	LOC_Os01g07560.1
Os01g0170500	LOC_Os01g07570.1
Os01g0170600	LOC_Os01g07590.1
Os01g0170700	LOC_Os01g07600.1
Os01g0170750	None
Os01g0170800	LOC_Os01g07610.1
Os01g0170900	LOC_Os01g07620.1
Os01g0171000	LOC_Os01g07630.1
Os01g0171100	LOC_Os01g07640.1
Os01g0171200	LOC_Os01g07660.1
Os01g0171300	LOC_Os01g07650.1
Os01g0171466	None
Os01g0171600	LOC_Os01g07670.1
Os01g0171701	LOC_Os01g07680.1
Os01g0171800	LOC_Os01g07700.1,LOC_Os01g07700.2,LOC_Os01g07700.3
Os01g0171900	LOC_Os01g07710.1
Os01g0172000	LOC_Os01g07720.2,LOC_Os01g07720.4
Os01g0172100	LOC_Os01g07730.1
Os01g0172200	LOC_Os01g07740.1,LOC_Os01g07740.2,LOC_Os01g07740.3
Os01g0172300	LOC_Os01g07750.1
Os01g0172400	LOC_Os01g07760.1,LOC_Os01g07760.2
Os01g0172500	None
Os01g0172600	LOC_Os01g07770.1
Os01g0172701	None
Os01g0172800	LOC_Os01g07780.1
Os01g0172900	LOC_Os01g07790.1
Os01g0173000	LOC_Os01g07800.1,LOC_Os01g07800.2
Os01g0173100	LOC_Os01g07810.1,LOC_Os01g07810.2,LOC_Os01g07810.3
Os01g0173200	None
Os01g0173400	LOC_Os01g07840.1
Os01g0173600	LOC_Os01g07850.1
Os01g0173701	None
Os01g0173801	None
Os01g0173900	LOC_Os01g07870.1
Os01g0173950	None
Os01g0174000	LOC_Os01g07880.1
Os01g0174100	LOC_Os01g07890.1
Os01g0174200	LOC_Os01g07900.1
Os01g0174300	LOC_Os01g07910.1
Os01g0174400	None
Os01g0174500	LOC_Os01g07920.1,LOC_Os01g07920.2
Os01g0174600	LOC_Os01g07930.1
Os01g0174700	LOC_Os01g07940.1
Os01g0174900	LOC_Os01g07950.1
Os01g0175000	LOC_Os01g07960.1,LOC_Os01g07960.2,LOC_Os01g07960.3
Os01g0175100	LOC_Os01g07970.1
Os01g0175400	LOC_Os01g08000.2
Os01g0175500	LOC_Os01g08010.1,LOC_Os01g08010.2
Os01g0175600	LOC_Os01g08020.1
Os01g0175633	None
Os01g0175666	None
Os01g0175700	LOC_Os01g08020.1
Os01g0175733	None
Os01g0175766	None
Os01g0175800	LOC_Os01g08050.1
Os01g0175850	None
Os01g0176000	LOC_Os01g08090.1
Os01g0176050	None
Os01g0176100	LOC_Os01g08100.1
Os01g0176150	None
Os01g0176200	LOC_Os01g08110.1
Os01g0176300	LOC_Os01g08120.1
Os01g0176400	LOC_Os01g08140.1
Os01g0176500	LOC_Os01g08150.1
Os01g0176700	LOC_Os01g08160.1
Os01g0176751	None
Os01g0176800	LOC_Os01g08170.1
Os01g0176900	LOC_Os01g08180.1
Os01g0177100	LOC_Os01g08190.1,LOC_Os01g08190.2,LOC_Os01g08190.3,LOC_Os01g08190.5
Os01g0177150	None
Os01g0177200	LOC_Os01g08200.1
Os01g0177400	LOC_Os01g08220.1
Os01g0177500	None
Os01g0177600	None
Os01g0177800	LOC_Os01g08250.1
Os01g0177900	LOC_Os01g08260.1,LOC_Os01g08260.2
Os01g0178000	LOC_Os01g08270.1,LOC_Os01g08270.4
Os01g0178100	LOC_Os01g08280.1,LOC_Os01g08280.2
Os01g0178200	LOC_Os01g08290.1
Os01g0178300	LOC_Os01g08300.1
Os01g0178400	LOC_Os01g08310.1
Os01g0178500	LOC_Os01g08320.1
Os01g0178600	LOC_Os01g08330.1
Os01g0178700	LOC_Os01g08340.1
Os01g0178775	None
Os01g0178850	LOC_Os01g08360.1
Os01g0178900	LOC_Os01g08370.1
Os01g0179000	LOC_Os01g08380.1
Os01g0179200	LOC_Os01g08400.1
Os01g0179300	LOC_Os01g08410.1
Os01g0179400	LOC_Os01g08420.1
Os01g0179450	None
Os01g0179500	LOC_Os01g08430.1
Os01g0179600	LOC_Os01g08440.1
Os01g0179700	LOC_Os01g08450.1
Os01g0179750	None
Os01g0179800	LOC_Os01g08460.1
Os01g0179901	LOC_Os01g08464.1
Os01g0180000	LOC_Os01g08470.1
Os01g0180050	None
Os01g0180100	LOC_Os01g08490.1
Os01g0180300	LOC_Os01g08510.1
Os01g0180400	LOC_Os01g08520.1
Os01g0180500	LOC_Os01g08530.1
Os01g0180600	LOC_Os01g08540.1
Os01g0180700	LOC_Os01g08550.1
Os01g0180800	LOC_Os01g08560.1,LOC_Os01g08560.2
Os01g0180850	None
Os01g0180900	LOC_Os01g08570.1
Os01g0181000	LOC_Os01g08580.1
Os01g0181033	None
Os01g0181166	None
Os01g0181300	LOC_Os01g08600.1
Os01g0181400	None
Os01g0181500	LOC_Os01g08620.1
Os01g0182100	LOC_Os01g08650.1,LOC_Os01g08650.2
Os01g0182200	LOC_Os01g08660.1
Os01g0182300	LOC_Os01g08670.1
Os01g0182400	LOC_Os01g08680.1,LOC_Os01g08680.2
Os01g0182500	LOC_Os01g08690.1
Os01g0182600	LOC_Os01g08700.1,LOC_Os01g08700.2,LOC_Os01g08700.3,LOC_Os01g08700.4,LOC_Os01g08700.5,LOC_Os01g08700.6,LOC_Os01g08700.8
Os01g0182700	LOC_Os01g08710.1,LOC_Os01g08710.2
Os01g0182766	None
Os01g0182832	LOC_Os01g08750.1,LOC_Os01g08750.2
Os01g0182900	LOC_Os01g08750.1,LOC_Os01g08750.2,LOC_Os01g08750.3
Os01g0183000	LOC_Os01g08760.1
Os01g0183100	LOC_Os01g08770.1
Os01g0183300	LOC_Os01g08780.1
Os01g0183400	LOC_Os01g08790.1
Os01g0183500	LOC_Os01g08800.1
Os01g0183600	LOC_Os01g08810.1
Os01g0183633	LOC_Os01g08814.1,LOC_Os01g08814.2,LOC_Os01g08814.3
Os01g0183666	None
Os01g0183800	LOC_Os01g08830.1,LOC_Os01g08830.2
Os01g0183850	None
Os01g0183900	LOC_Os01g08840.1
Os01g0183950	None
Os01g0184000	LOC_Os01g08850.1
Os01g0184050	None
Os01g0184100	LOC_Os01g08860.1,LOC_Os01g08860.2
Os01g0184200	LOC_Os01g08880.1
Os01g0184350	None
Os01g0184500	LOC_Os01g08930.1
Os01g0184600	LOC_Os01g08940.1
Os01g0184700	LOC_Os01g08950.1
Os01g0184800	LOC_Os01g08960.1
Os01g0184900	LOC_Os01g08970.1,LOC_Os01g08970.2
Os01g0185000	LOC_Os01g08980.1
Os01g0185100	LOC_Os01g08990.1
Os01g0185200	LOC_Os01g09000.1
Os01g0185250	None
Os01g0185300	LOC_Os01g09010.1
Os01g0185350	None
Os01g0185400	LOC_Os01g09020.1
Os01g0185500	LOC_Os01g09030.1
Os01g0185900	LOC_Os01g09080.1
Os01g0186000	LOC_Os01g09100.1
Os01g0186200	LOC_Os01g09120.1,LOC_Os01g09120.2
Os01g0186400	LOC_Os01g09130.1,LOC_Os01g09140.1
Os01g0186500	LOC_Os01g09150.1
Os01g0186600	LOC_Os01g09190.1
Os01g0186700	LOC_Os01g09200.1
Os01g0186900	LOC_Os01g09220.1
Os01g0186950	None
Os01g0187000	LOC_Os01g09230.1
Os01g0187200	None
Os01g0187300	None
Os01g0187350	None
Os01g0187400	LOC_Os01g09246.1
Os01g0187500	LOC_Os01g09252.1
Os01g0187600	LOC_Os01g09260.1
Os01g0187900	LOC_Os01g09280.1
Os01g0188100	LOC_Os01g09300.1,LOC_Os01g09300.2,LOC_Os01g09300.3
Os01g0188200	LOC_Os01g09310.1
Os01g0188400	LOC_Os01g09320.1
Os01g0188525	None
Os01g0188650	LOC_Os01g09350.1
Os01g0188733	LOC_Os01g09360.1
Os01g0188816	LOC_Os01g09360.1
Os01g0188900	LOC_Os01g09370.1
Os01g0189100	LOC_Os01g09384.1
Os01g0189700	LOC_Os01g09410.1
Os01g0189800	LOC_Os01g09420.1
Os01g0190000	LOC_Os01g09430.1
Os01g0190300	LOC_Os01g09450.1,LOC_Os01g09450.2
Os01g0190400	LOC_Os01g09460.1
Os01g0190500	LOC_Os01g09470.1
Os01g0191000	LOC_Os01g09500.1
Os01g0191100	LOC_Os01g09510.1,LOC_Os01g09510.4
Os01g0191150	None
Os01g0191200	LOC_Os01g09540.1
Os01g0191300	LOC_Os01g09550.1,LOC_Os01g09550.2,LOC_Os01g09550.3,LOC_Os01g09550.4
Os01g0191400	None
Os01g0191500	LOC_Os01g09560.1
Os01g0191700	LOC_Os01g09570.1
Os01g0191800	LOC_Os01g09580.1,LOC_Os01g09580.2
Os01g0191900	LOC_Os01g09590.1
Os01g0192000	LOC_Os01g09620.1,LOC_Os01g09620.2
Os01g0192101	None
Os01g0192201	None
Os01g0192300	LOC_Os01g09640.1
Os01g0192401	None
Os01g0192500	LOC_Os01g09660.1
Os01g0192550	LOC_Os01g09665.1
Os01g0192600	LOC_Os01g09670.1
Os01g0192700	None
Os01g0192800	LOC_Os01g09690.1
Os01g0192900	LOC_Os01g09700.1
Os01g0193250	None
Os01g0193400	LOC_Os01g09730.1,LOC_Os01g09730.2
Os01g0193500	LOC_Os01g09740.1
Os01g0193600	LOC_Os01g09750.1,LOC_Os01g09750.2
Os01g0193700	None
Os01g0193800	None
Os01g0193900	LOC_Os01g09760.1
Os01g0194000	LOC_Os01g09770.1
Os01g0194200	LOC_Os01g09790.1
Os01g0194300	LOC_Os01g09800.1
Os01g0194600	LOC_Os01g09830.1
Os01g0195000	LOC_Os01g09850.1,LOC_Os01g09850.2,LOC_Os01g09850.3
Os01g0195066	LOC_Os01g09850.1,LOC_Os01g09850.2
Os01g0195100	None
Os01g0195200	LOC_Os01g09860.1
Os01g0195300	LOC_Os01g09870.1
Os01g0195400	LOC_Os01g09880.1
Os01g0195500	LOC_Os01g09890.1
Os01g0195700	LOC_Os01g09900.1
Os01g0195801	LOC_Os01g09900.1
Os01g0195967	LOC_Os01g09940.1
Os01g0196133	LOC_Os01g09980.1
Os01g0196300	LOC_Os01g09990.1,LOC_Os01g09990.2
Os01g0196500	LOC_Os01g10010.1,LOC_Os01g10010.2
Os01g0196600	LOC_Os01g10020.1
Os01g0196800	LOC_Os01g10030.1
Os01g0197100	LOC_Os01g10040.1,LOC_Os01g10040.2
Os01g0197150	None
Os01g0197200	LOC_Os01g10050.1,LOC_Os01g10050.2
Os01g0197350	LOC_Os01g10070.1
Os01g0197400	LOC_Os01g10080.2
Os01g0197450	LOC_Os01g10090.1
Os01g0197500	LOC_Os01g10100.1,LOC_Os01g10100.2
Os01g0197700	LOC_Os01g10110.1
Os01g0197900	LOC_Os01g10130.1
Os01g0198000	LOC_Os01g10140.2,LOC_Os01g10140.3
Os01g0198100	None
Os01g0198200	LOC_Os01g10150.1,LOC_Os01g10150.2
Os01g0198250	None
Os01g0198500	LOC_Os01g10180.1
Os01g0198702	LOC_Os01g10195.1
Os01g0198900	LOC_Os01g10210.1
Os01g0199300	LOC_Os01g10230.1
Os01g0199350	LOC_Os01g10240.1
Os01g0199351	None
Os01g0199400	LOC_Os01g10250.1,LOC_Os01g10250.2,LOC_Os01g10250.3
Os01g0199550	None
Os01g0199700	LOC_Os01g10260.1
Os01g0199800	LOC_Os01g10270.1
Os01g0199900	LOC_Os01g10280.1,LOC_Os01g10280.2,LOC_Os01g10280.3,LOC_Os01g10280.4
Os01g0199950	None
Os01g0200000	LOC_Os01g10290.1,LOC_Os01g10290.2
Os01g0200150	None
Os01g0200175	None
Os01g0200200	LOC_Os01g10310.1
Os01g0200300	LOC_Os01g10320.1
Os01g0200350	None
Os01g0200400	LOC_Os01g10340.1
Os01g0200500	LOC_Os01g10350.1
Os01g0200600	LOC_Os01g10370.1
Os01g0200700	LOC_Os01g10400.1,LOC_Os01g10400.2
Os01g0200950	None
Os01g0201000	LOC_Os01g10430.1,LOC_Os01g10430.2
Os01g0201100	LOC_Os01g10440.1
Os01g0201200	LOC_Os01g10450.1,LOC_Os01g10450.2
Os01g0201250	None
Os01g0201275	LOC_Os01g10460.1
Os01g0201300	LOC_Os01g10460.1
Os01g0201400	LOC_Os01g10470.1
Os01g0201500	LOC_Os01g10480.1
Os01g0201600	LOC_Os01g10490.1
Os01g0201700	LOC_Os01g10504.1,LOC_Os01g10504.2,LOC_Os01g10504.3
Os01g0201750	None
Os01g0201800	LOC_Os01g10520.1
Os01g0201850	None
Os01g0201900	LOC_Os01g10530.1,LOC_Os01g10530.2,LOC_Os01g10530.3
Os01g0202000	LOC_Os01g10550.1
Os01g0202500	LOC_Os01g10580.1
Os01g0202601	None
Os01g0202700	LOC_Os01g10590.1
Os01g0202800	LOC_Os01g10600.1
Os01g0203000	LOC_Os01g10610.1
Os01g0203300	LOC_Os01g10630.1,LOC_Os01g10630.2
Os01g0203400	LOC_Os01g10640.1
Os01g0203600	LOC_Os01g10660.1
Os01g0203700	LOC_Os01g10670.1
Os01g0203800	LOC_Os01g10680.1,LOC_Os01g10680.2
Os01g0203900	None
Os01g0204000	LOC_Os01g10690.1
Os01g0204600	LOC_Os01g10740.1
Os01g0204800	LOC_Os01g10760.1
Os01g0204900	LOC_Os01g10770.1
Os01g0205000	LOC_Os01g10780.1
Os01g0205100	LOC_Os01g10790.1
Os01g0205200	LOC_Os01g10800.1
Os01g0205300	LOC_Os01g10810.1
Os01g0205401	None
Os01g0205500	LOC_Os01g10820.1
Os01g0205550	None
Os01g0205600	LOC_Os01g10830.1
Os01g0205700	LOC_Os01g10840.1
Os01g0205800	None
Os01g0205900	LOC_Os01g10850.1
Os01g0206200	LOC_Os01g10860.1
Os01g0206300	LOC_Os01g10870.1
Os01g0206600	LOC_Os01g10880.1
Os01g0206650	None
Os01g0206700	LOC_Os01g10890.1
Os01g0206800	LOC_Os01g10900.1,LOC_Os01g10900.2
Os01g0207001	None
Os01g0207200	LOC_Os01g10930.1
Os01g0207300	LOC_Os01g10940.1
Os01g0207400	LOC_Os01g10950.1
Os01g0207500	None
Os01g0207600	LOC_Os01g10960.1
Os01g0207700	LOC_Os01g10970.1
Os01g0207900	LOC_Os01g10980.1
Os01g0208000	LOC_Os01g10990.1
Os01g0208200	None
Os01g0208400	LOC_Os01g11010.1
Os01g0208600	LOC_Os01g11040.1
Os01g0208700	LOC_Os01g11054.1,LOC_Os01g11054.2,LOC_Os01g11054.3,LOC_Os01g11054.4
Os01g0208800	None
Os01g0209000	LOC_Os01g11070.1
Os01g0209150	None
Os01g0209151	None
Os01g0209200	LOC_Os01g11110.2
Os01g0209300	None
Os01g0209400	LOC_Os01g11120.1
Os01g0209500	LOC_Os01g11130.1
Os01g0209566	None
Os01g0209632	None
Os01g0209700	LOC_Os01g11150.1
Os01g0209750	None
Os01g0209800	LOC_Os01g11160.1
Os01g0209901	None
Os01g0210000	LOC_Os01g11170.1
Os01g0210100	None
Os01g0210200	LOC_Os01g11200.1
Os01g0210300	LOC_Os01g11210.1
Os01g0210400	LOC_Os01g11220.1
Os01g0210500	LOC_Os01g11230.1,LOC_Os01g11230.2
Os01g0210550	None
Os01g0210600	LOC_Os01g11240.1
Os01g0210650	None
Os01g0210700	LOC_Os01g11250.1
Os01g0210750	None
Os01g0210800	LOC_Os01g11260.1
Os01g0210900	LOC_Os01g11270.1
Os01g0211000	LOC_Os01g11280.1
Os01g0211200	LOC_Os01g11300.1
Os01g0211400	LOC_Os01g11310.1
Os01g0211600	LOC_Os01g11340.1
Os01g0211800	LOC_Os01g11350.1
Os01g0212000	None
Os01g0212100	LOC_Os01g11370.1
Os01g0212400	LOC_Os01g11414.1,LOC_Os01g11414.2
Os01g0212500	LOC_Os01g11430.1
Os01g0212700	LOC_Os01g11460.1
Os01g0212900	None
Os01g0213100	LOC_Os01g11490.1,LOC_Os01g11500.1
Os01g0213300	LOC_Os01g11510.1
Os01g0213350	None
Os01g0213400	LOC_Os01g11520.1
Os01g0213800	LOC_Os01g11550.1
Os01g0214001	None
Os01g0214200	LOC_Os01g11570.1
Os01g0214300	LOC_Os01g11580.1,LOC_Os01g11580.2
Os01g0214400	LOC_Os01g11590.2
Os01g0214500	LOC_Os01g11600.1
Os01g0214600	LOC_Os01g11620.1,LOC_Os01g11620.2
Os01g0214800	LOC_Os01g11650.1,LOC_Os01g11650.2
Os01g0214901	None
Os01g0215000	LOC_Os01g11660.1
Os01g0215100	LOC_Os01g11670.1
Os01g0215250	None
Os01g0215500	LOC_Os01g11700.1,LOC_Os01g11700.2
Os01g0215600	None
Os01g0215700	LOC_Os01g11710.1
Os01g0215725	None
Os01g0215750	None
Os01g0215800	LOC_Os01g11720.1
Os01g0216000	LOC_Os01g11730.1
Os01g0216150	None
Os01g0216300	LOC_Os01g11740.1
Os01g0216350	None
Os01g0216400	LOC_Os01g11750.1
Os01g0216500	LOC_Os01g11760.1
Os01g0216600	None
Os01g0216700	LOC_Os01g11780.1
Os01g0216900	LOC_Os01g11790.1
Os01g0216951	None
Os01g0217000	LOC_Os01g11810.1,LOC_Os01g11810.2
Os01g0217050	None
Os01g0217100	LOC_Os01g11820.1
Os01g0217400	LOC_Os01g11850.1
Os01g0217433	None
Os01g0217500	LOC_Os01g11860.1
Os01g0217800	LOC_Os01g11880.1
Os01g0217900	LOC_Os01g11900.1
Os01g0217966	None
Os01g0218032	LOC_Os01g11900.1
Os01g0218100	LOC_Os01g11910.1
Os01g0218150	None
Os01g0218200	LOC_Os01g11920.1
Os01g0218350	None
Os01g0218500	LOC_Os01g11940.1
Os01g0218700	LOC_Os01g11946.1,LOC_Os01g11946.2
Os01g0218800	LOC_Os01g11952.1
Os01g0218900	LOC_Os01g11960.1,LOC_Os01g11960.2
Os01g0219000	LOC_Os01g11970.1
Os01g0219100	LOC_Os01g11980.1
Os01g0219200	LOC_Os01g11990.1
Os01g0219300	LOC_Os01g12000.1
Os01g0219500	LOC_Os01g12020.1
Os01g0219600	LOC_Os01g12030.1
Os01g0220100	LOC_Os01g12070.1
Os01g0220150	None
Os01g0220200	LOC_Os01g12080.1,LOC_Os01g12080.3
Os01g0220300	LOC_Os01g12090.1
Os01g0220400	LOC_Os01g12100.1
Os01g0220500	LOC_Os01g12110.1,LOC_Os01g12110.2
Os01g0220700	LOC_Os01g12130.1
Os01g0220801	None
Os01g0220900	LOC_Os01g12150.1
Os01g0221000	None
Os01g0221100	LOC_Os01g12160.1,LOC_Os01g12160.2
Os01g0221300	LOC_Os01g12180.1
Os01g0221400	LOC_Os01g12190.1
Os01g0221500	LOC_Os01g12200.1
Os01g0221600	LOC_Os01g12210.1
Os01g0221700	LOC_Os01g12220.1
Os01g0221800	None
Os01g0221900	LOC_Os01g12230.1
Os01g0222001	None
Os01g0222300	LOC_Os01g12250.1
Os01g0222500	LOC_Os01g12260.1
Os01g0222600	LOC_Os01g12270.1
Os01g0222700	LOC_Os01g12280.1
Os01g0222800	LOC_Os01g12290.1
Os01g0222900	None
Os01g0223000	LOC_Os01g12304.1
Os01g0223200	LOC_Os01g12320.1,LOC_Os01g12320.2,LOC_Os01g12320.3
Os01g0223300	LOC_Os01g12330.1
Os01g0223402	None
Os01g0223500	LOC_Os01g12381.1
Os01g0223600	LOC_Os01g12390.1
Os01g0223700	LOC_Os01g12400.2
Os01g0223800	LOC_Os01g12410.1
Os01g0223900	LOC_Os01g12420.1
Os01g0224000	LOC_Os01g12430.1
Os01g0224100	LOC_Os01g12440.1
Os01g0224166	None
Os01g0224200	LOC_Os01g12460.1
Os01g0224300	LOC_Os01g12464.1
Os01g0224400	LOC_Os01g12470.1
Os01g0224500	LOC_Os01g12480.1
Os01g0224601	None
Os01g0224700	LOC_Os01g12490.1
Os01g0225000	LOC_Os01g12520.1
Os01g0225100	LOC_Os01g12530.1,LOC_Os01g12530.2,LOC_Os01g12530.3,LOC_Os01g12530.4,LOC_Os01g12530.5,LOC_Os01g12530.6
Os01g0225200	LOC_Os01g12540.1,LOC_Os01g12540.2
Os01g0225300	LOC_Os01g12550.1
Os01g0225400	LOC_Os01g12560.1
Os01g0225500	LOC_Os01g12570.1
Os01g0225550	None
Os01g0225600	LOC_Os01g12580.1
Os01g0225700	None
Os01g0225950	None
Os01g0226200	LOC_Os01g12640.1,LOC_Os01g12640.2
Os01g0226250	None
Os01g0226300	LOC_Os01g12650.1
Os01g0226400	LOC_Os01g12660.1
Os01g0226450	None
Os01g0226500	LOC_Os01g12670.1,LOC_Os01g12670.2,LOC_Os01g12670.4,LOC_Os01g12670.5
Os01g0226600	LOC_Os01g12680.1,LOC_Os01g12680.2,LOC_Os01g12680.3,LOC_Os01g12680.4
Os01g0226633	None
Os01g0226666	None
Os01g0226700	LOC_Os01g12690.1
Os01g0226800	LOC_Os01g12700.1
Os01g0227100	LOC_Os01g12710.1,LOC_Os01g12710.2
Os01g0227200	LOC_Os01g12720.1
Os01g0227250	None
Os01g0227300	LOC_Os01g12730.1,LOC_Os01g12730.2
Os01g0227350	None
Os01g0227400	LOC_Os01g12740.1
Os01g0227500	LOC_Os01g12750.1
Os01g0227600	None
Os01g0227700	LOC_Os01g12760.1
Os01g0227800	LOC_Os01g12770.1
Os01g0227900	LOC_Os01g12780.1
Os01g0228300	LOC_Os01g12800.1
Os01g0228400	LOC_Os01g12810.1,LOC_Os01g12810.2,LOC_Os01g12810.3,LOC_Os01g12810.4,LOC_Os01g12810.5
Os01g0228450	None
Os01g0228500	LOC_Os01g12820.1
Os01g0228600	LOC_Os01g12830.1,LOC_Os01g12830.2
Os01g0228800	LOC_Os01g12840.1
Os01g0228901	None
Os01g0229000	LOC_Os01g12860.1
Os01g0229100	LOC_Os01g12870.1
Os01g0229200	LOC_Os01g12880.1
Os01g0229250	None
Os01g0229300	LOC_Os01g12890.1
Os01g0229400	LOC_Os01g12900.1,LOC_Os01g12900.2,LOC_Os01g12900.3
Os01g0229500	LOC_Os01g12910.1
Os01g0229600	LOC_Os01g12920.1
Os01g0229700	LOC_Os01g12930.1
Os01g0229800	LOC_Os01g12940.1
Os01g0229900	LOC_Os01g12950.1,LOC_Os01g12950.2,LOC_Os01g12950.3,LOC_Os01g12950.4
Os01g0230200	LOC_Os01g13000.1
Os01g0230700	LOC_Os01g13020.1
Os01g0230800	LOC_Os01g13024.1
Os01g0231000	LOC_Os01g13030.1,LOC_Os01g13030.2
Os01g0231100	LOC_Os01g13040.1
Os01g0231201	None
Os01g0231300	LOC_Os01g13050.1
Os01g0231500	LOC_Os01g13060.1,LOC_Os01g13060.2,LOC_Os01g13060.3
Os01g0231600	LOC_Os01g13070.1
Os01g0231700	LOC_Os01g13080.1
Os01g0231800	LOC_Os01g13090.1,LOC_Os01g13090.2,LOC_Os01g13090.3,LOC_Os01g13090.4
Os01g0231900	LOC_Os01g13100.1,LOC_Os01g13100.2,LOC_Os01g13100.3
Os01g0231950	None
Os01g0232000	LOC_Os01g13120.1
Os01g0232100	LOC_Os01g13130.1
Os01g0232200	LOC_Os01g13140.1
Os01g0232300	LOC_Os01g13150.1
Os01g0232400	LOC_Os01g13160.1
Os01g0232450	None
Os01g0232500	LOC_Os01g13170.1
Os01g0232550	None
Os01g0232625	None
Os01g0232700	LOC_Os01g13190.1
Os01g0232800	LOC_Os01g13200.1
Os01g0233000	LOC_Os01g13210.1,LOC_Os01g13210.2
Os01g0233100	LOC_Os01g13229.1
Os01g0233400	LOC_Os01g13250.1
Os01g0233500	LOC_Os01g13260.1
Os01g0233600	None
Os01g0233800	LOC_Os01g13270.1,LOC_Os01g13270.2
Os01g0233850	None
Os01g0233900	LOC_Os01g13280.1
Os01g0234001	LOC_Os01g13285.1
Os01g0234100	LOC_Os01g13300.1
Os01g0234200	LOC_Os01g13310.1
Os01g0234300	LOC_Os01g13320.1
Os01g0234433	None
Os01g0234499	LOC_Os01g13320.1
Os01g0234566	None
Os01g0234700	LOC_Os01g13340.1
Os01g0234800	LOC_Os01g13350.1,LOC_Os01g13350.2
Os01g0234850	LOC_Os01g13360.1,LOC_Os01g13360.2
Os01g0234900	LOC_Os01g13370.1
Os01g0234950	LOC_Os01g13380.1
Os01g0235100	LOC_Os01g13390.1
Os01g0235200	LOC_Os01g13404.1,LOC_Os01g13404.2,LOC_Os01g13404.3
Os01g0235300	LOC_Os01g13420.1
Os01g0235325	None
Os01g0235350	None
Os01g0235400	LOC_Os01g13430.1
Os01g0235500	LOC_Os01g13440.1
Os01g0235566	LOC_Os01g13450.1
Os01g0235632	None
Os01g0235700	LOC_Os01g13460.1
Os01g0235800	LOC_Os01g13470.1
Os01g0235850	None
Os01g0235900	LOC_Os01g13480.1
Os01g0236000	LOC_Os01g13490.1
Os01g0236300	LOC_Os01g13520.1,LOC_Os01g13520.2
Os01g0236350	None
Os01g0236400	LOC_Os01g13530.1
Os01g0236700	LOC_Os01g13540.1
Os01g0236800	LOC_Os01g13550.1
Os01g0236900	None
Os01g0237000	LOC_Os01g13560.1
Os01g0237100	LOC_Os01g13570.1,LOC_Os01g13570.2
Os01g0237200	None
Os01g0237300	LOC_Os01g13590.1
Os01g0237366	LOC_Os01g13600.1
Os01g0237400	None
Os01g0237500	LOC_Os01g13610.1
Os01g0237750	LOC_Os01g13610.1
Os01g0238200	LOC_Os01g13660.1,LOC_Os01g13660.2
Os01g0238287	None
Os01g0238375	None
Os01g0238400	LOC_Os01g13680.1
Os01g0238500	LOC_Os01g13690.1,LOC_Os01g13690.2
Os01g0238600	LOC_Os01g13700.1
Os01g0238700	LOC_Os01g13710.1
Os01g0238800	LOC_Os01g13720.1,LOC_Os01g13720.2,LOC_Os01g13720.3,LOC_Os01g13720.4
Os01g0238850	None
Os01g0238900	LOC_Os01g13730.1
Os01g0239000	LOC_Os01g13740.1,LOC_Os01g13740.2
Os01g0239050	None
Os01g0239100	LOC_Os01g13760.1
Os01g0239150	None
Os01g0239200	LOC_Os01g13770.1,LOC_Os01g13770.2,LOC_Os01g13770.3
Os01g0239300	LOC_Os01g13780.1
Os01g0239700	LOC_Os01g13800.1
Os01g0239800	LOC_Os01g13810.1
Os01g0240150	LOC_Os01g13830.1
Os01g0240500	LOC_Os01g13850.1
Os01g0240600	LOC_Os01g13860.1
Os01g0240700	LOC_Os01g13870.1
Os01g0240725	None
Os01g0240750	LOC_Os01g13880.1
Os01g0240800	LOC_Os01g13910.1
Os01g0241000	LOC_Os01g13930.1
Os01g0241100	LOC_Os01g13940.1
Os01g0241400	LOC_Os01g13950.1
Os01g0242200	LOC_Os01g14010.1
Os01g0242300	LOC_Os01g14020.1,LOC_Os01g14020.2
Os01g0242333	None
Os01g0242400	LOC_Os01g14030.1
Os01g0242450	None
Os01g0242500	LOC_Os01g14040.1
Os01g0242600	LOC_Os01g14050.1,LOC_Os01g14050.2
Os01g0242701	None
Os01g0242800	None
Os01g0242900	LOC_Os01g14070.1
Os01g0243000	LOC_Os01g14080.1
Os01g0243100	LOC_Os01g14090.1
Os01g0243200	LOC_Os01g14100.1,LOC_Os01g14100.2,LOC_Os01g14100.3
Os01g0243300	None
Os01g0243400	LOC_Os01g14110.1
