NIP.MSU	NIP.RAPdb	MH63	ZS97
LOC_Os01g06300	None	None	None
LOC_Os01g06310	Os01g0155800	None	None
LOC_Os01g06320	Os01g0156000	MH01g0070500	ZS01g0061400
LOC_Os01g06330	None	None	None
LOC_Os01g06340	Os01g0156300	MH01g0070600	ZS01g0061500
LOC_Os01g06350	Os01g0156400	MH01g0070700	ZS01g0061600
LOC_Os01g06360	Os01g0156500	None	None
LOC_Os01g06360	Os01g0156600	None	None
LOC_Os01g06370	None	None	None
LOC_Os01g06380	Os01g0156900	None	ZS01g0061800
LOC_Os01g06380	Os01g0157001	None	ZS01g0061800
LOC_Os01g06390	Os01g0157100	None	None
LOC_Os01g06400	Os01g0157200	MH01g0070900	None
LOC_Os01g06410	Os01g0157300	None	None
LOC_Os01g06420	Os01g0157400	MH01g0071000	ZS01g0061900
LOC_Os01g06430	Os01g0157500	MH01g0071100	None
LOC_Os01g06440	Os01g0157600	None	None
LOC_Os01g06450	Os01g0157700	MH01g0071200	ZS01g0062000
LOC_Os01g06454	Os01g0157800	MH01g0071300	ZS01g0062100
LOC_Os01g06460	Os01g0157900	MH01g0071400	ZS01g0062200
LOC_Os01g06470	Os01g0158000	None	None
LOC_Os01g06490	Os01g0158200	None	None
LOC_Os01g06500	Os01g0158400	MH01g0071800	ZS01g0062600
LOC_Os01g06510	Os01g0158500	None	None
LOC_Os01g06520	Os01g0158600	None	None
LOC_Os01g06530	Os01g0158850	None	None
LOC_Os01g06540	Os01g0158800	None	None
LOC_Os01g06550	Os01g0158900	MH01g0073500	ZS01g0063900
LOC_Os01g06560	Os01g0159000	None	None
LOC_Os01g06570	None	None	None
LOC_Os01g06580	Os01g0159200	None	None
LOC_Os01g06590	Os01g0159300	MH01g0073800	ZS01g0064200
LOC_Os01g06600	Os01g0159400	MH01g0073900	ZS01g0064300
LOC_Os01g06610	None	None	None
LOC_Os01g06620	Os01g0159500	None	None
LOC_Os01g06630	Os01g0159600	MH01g0074100	ZS01g0064500
LOC_Os01g06640	Os01g0159800	MH01g0074200	ZS01g0064600
LOC_Os01g06650	None	None	None
LOC_Os01g06660	Os01g0160100	MH01g0074400	ZS01g0064800
LOC_Os01g06670	Os01g0160200	None	None
LOC_Os01g06680	None	None	None
LOC_Os01g06690	None	None	None
LOC_Os01g06700	None	None	None
LOC_Os01g06710	None	None	None
LOC_Os01g06720	Os01g0160600	None	None
LOC_Os01g06730	Os01g0160700	None	None
LOC_Os01g06740	Os01g0160800	None	None
LOC_Os01g06750	Os01g0160900	None	None
LOC_Os01g06760	Os01g0161000	None	None
LOC_Os01g06770	None	None	None
LOC_Os01g06780	None	None	None
LOC_Os01g06790	Os01g0161300	MH01g0074900	ZS01g0065400
LOC_Os01g06800	None	None	None
LOC_Os01g06810	None	None	None
LOC_Os01g06820	None	None	None
LOC_Os01g06836	None	None	None
LOC_Os01g06852	None	MH01g0075400	ZS01g0065900
LOC_Os01g06870	Os01g0162200	None	None
LOC_Os01g06876	Os01g0162300	None	None
LOC_Os01g06882	Os01g0162400	None	None
LOC_Os01g06890	Os01g0162500	None	None
LOC_Os01g06900	Os01g0162800	None	None
LOC_Os01g06910	None	None	None
LOC_Os01g06920	Os01g0163000	None	None
LOC_Os01g06940	Os01g0163100	MH01g0075900	ZS01g0066300
LOC_Os01g06950	None	None	None
LOC_Os01g06960	Os01g0163300	None	None
LOC_Os01g06970	Os01g0163533	None	None
LOC_Os01g06980	None	None	None
LOC_Os01g06990	Os01g0163600	None	None
LOC_Os01g07000	Os01g0163812	None	None
LOC_Os01g07010	Os01g0164025	None	None
LOC_Os01g07020	Os01g0164000	None	None
LOC_Os01g07030	Os01g0164075	None	None
LOC_Os01g07040	Os01g0164100	None	None
LOC_Os01g07050	Os01g0164200	MH01g0076700	ZS01g0066800
LOC_Os01g07060	Os01g0164300	None	None
LOC_Os01g07070	Os01g0164400	MH01g0076900	ZS01g0067000
LOC_Os01g07080	Os01g0164500	MH01g0077000	ZS01g0067100
LOC_Os01g07090	Os01g0164600	MH01g0077200	ZS01g0067300
LOC_Os01g07100	Os01g0164700	None	None
LOC_Os01g07110	Os01g0164800	MH01g0077300	ZS01g0067400
LOC_Os01g07110	Os01g0164900	MH01g0077300	ZS01g0067400
LOC_Os01g07120	Os01g0165000	MH01g0077400	ZS01g0067500
LOC_Os01g07130	Os01g0165100	None	None
LOC_Os01g07140	Os01g0165200	None	ZS01g0067700
LOC_Os01g07150	Os01g0165600	None	None
LOC_Os01g07160	Os01g0165666	None	None
LOC_Os01g07170	Os01g0165800	MH01g0077900	ZS01g0067900
LOC_Os01g07180	None	MH01g0078000	ZS01g0068000
LOC_Os01g07190	Os01g0166000	MH01g0078100	ZS01g0068100
LOC_Os01g07200	Os01g0166100	MH01g0078200	ZS01g0068200
LOC_Os01g07212	Os01g0166300	None	None
LOC_Os01g07212	Os01g0166400	None	None
LOC_Os01g07240	Os01g0166500	None	None
LOC_Os01g07250	Os01g0166700	None	None
LOC_Os01g07260	Os01g0166800	None	None
LOC_Os01g07270	None	None	None
LOC_Os01g07280	Os01g0167000	MH01g0078800	ZS01g0068900
LOC_Os01g07300	Os01g0167400	None	None
LOC_Os01g07310	Os01g0167500	None	None
LOC_Os01g07320	Os01g0167600	None	None
LOC_Os01g07330	Os01g0167700	None	ZS01g0069300
LOC_Os01g07340	Os01g0167750	None	ZS01g0069400
LOC_Os01g07350	Os01g0167800	MH01g0079400	ZS01g0069500
LOC_Os01g07360	Os01g0167900	MH01g0079500	ZS01g0069600
LOC_Os01g07364	Os01g0168000	None	None
LOC_Os01g07370	Os01g0168100	MH01g0079700	ZS01g0069700
LOC_Os01g07376	Os01g0168200	None	ZS01g0069800
LOC_Os01g07382	Os01g0168300	MH01g0079900	ZS01g0069900
LOC_Os01g07390	Os01g0168400	MH01g0080000	ZS01g0070200
LOC_Os01g07400	Os01g0168500	MH01g0080100	ZS01g0070300
LOC_Os01g07410	Os01g0168600	MH01g0080200	ZS01g0070400
LOC_Os01g07420	Os01g0168800	MH01g0080300	ZS01g0070500
LOC_Os01g07430	Os01g0168900	MH01g0080400	ZS01g0070700
LOC_Os01g07450	Os01g0169100	None	None
LOC_Os01g07460	None	None	None
LOC_Os01g07470	None	None	None
LOC_Os01g07480	Os01g0169400	None	ZS01g0071100
LOC_Os01g07490	Os01g0169500	None	None
LOC_Os01g07500	Os01g0169800	MH01g0081400	ZS01g0071400
LOC_Os01g07500	Os01g0169851	MH01g0081400	ZS01g0071400
LOC_Os01g07510	None	None	None
LOC_Os01g07520	Os01g0169900	MH01g0081600	ZS01g0071500
LOC_Os01g07530	Os01g0170000	MH01g0081900	ZS01g0071600
LOC_Os01g07540	Os01g0170100	None	None
LOC_Os01g07550	None	None	None
LOC_Os01g07560	Os01g0170300	MH01g0082100	ZS01g0071800
LOC_Os01g07570	Os01g0170500	MH01g0082200	ZS01g0071900
LOC_Os01g07590	Os01g0170600	MH01g0082300	ZS01g0072100
LOC_Os01g07600	Os01g0170700	None	None
LOC_Os01g07610	Os01g0170800	None	None
LOC_Os01g07620	Os01g0170900	None	ZS01g0072300
LOC_Os01g07630	Os01g0171000	MH01g0082800	ZS01g0072400
LOC_Os01g07640	Os01g0171100	None	None
LOC_Os01g07650	Os01g0171300	None	None
LOC_Os01g07660	Os01g0171200	None	ZS01g0072700
LOC_Os01g07670	Os01g0171600	None	None
LOC_Os01g07680	Os01g0171701	None	None
LOC_Os01g07700	Os01g0171800	MH01g0083200	ZS01g0073000
LOC_Os01g07710	Os01g0171900	MH01g0083300	ZS01g0073100
LOC_Os01g07720	Os01g0172000	MH01g0083400	ZS01g0073200
LOC_Os01g07730	Os01g0172100	MH01g0083500	ZS01g0073300
LOC_Os01g07740	Os01g0172200	MH01g0083600	ZS01g0073400
LOC_Os01g07750	Os01g0172300	MH01g0083700	ZS01g0073500
LOC_Os01g07760	Os01g0172400	MH01g0083800	ZS01g0073600
LOC_Os01g07770	Os01g0172600	None	None
LOC_Os01g07780	Os01g0172800	MH01g0084000	ZS01g0073800
LOC_Os01g07790	Os01g0172900	None	None
LOC_Os01g07800	Os01g0173000	None	None
LOC_Os01g07810	Os01g0173100	MH01g0084300	ZS01g0074100
LOC_Os01g07820	None	None	None
LOC_Os01g07830	None	None	None
LOC_Os01g07840	Os01g0173400	None	None
LOC_Os01g07850	Os01g0173600	None	None
LOC_Os01g07860	None	None	None
LOC_Os01g07870	Os01g0173900	MH01g0085500	ZS01g0074900
LOC_Os01g07880	Os01g0174000	None	None
LOC_Os01g07890	Os01g0174100	None	None
LOC_Os01g07900	Os01g0174200	None	None
LOC_Os01g07910	Os01g0174300	MH01g0085900	ZS01g0075400
LOC_Os01g07920	Os01g0174500	None	ZS01g0075500
LOC_Os01g07930	Os01g0174600	None	ZS01g0075600
LOC_Os01g07940	Os01g0174700	None	None
LOC_Os01g07950	Os01g0174900	None	None
LOC_Os01g07960	Os01g0175000	None	ZS01g0075900
LOC_Os01g07970	Os01g0175100	None	None
LOC_Os01g07980	None	None	None
LOC_Os01g07990	None	None	None
LOC_Os01g08000	Os01g0175400	None	None
LOC_Os01g08010	Os01g0175500	None	None
LOC_Os01g08020	Os01g0175600	None	None
LOC_Os01g08020	Os01g0175700	None	None
LOC_Os01g08050	Os01g0175800	None	None
LOC_Os01g08060	None	None	None
LOC_Os01g08070	None	None	None
LOC_Os01g08090	Os01g0176000	None	None
LOC_Os01g08100	Os01g0176100	None	None
LOC_Os01g08110	Os01g0176200	None	None
LOC_Os01g08120	Os01g0176300	MH01g0087500	None
LOC_Os01g08130	None	None	None
LOC_Os01g08140	Os01g0176400	None	None
LOC_Os01g08150	Os01g0176500	MH01g0087700	ZS01g0077200
LOC_Os01g08160	Os01g0176700	None	None
LOC_Os01g08170	Os01g0176800	MH01g0087900	ZS01g0077400
LOC_Os01g08180	Os01g0176900	MH01g0088000	None
LOC_Os01g08190	Os01g0177100	MH01g0088200	ZS01g0077700
LOC_Os01g08200	Os01g0177200	None	None
LOC_Os01g08220	Os01g0177400	None	None
LOC_Os01g08240	None	None	None
LOC_Os01g08250	Os01g0177800	MH01g0088500	None
LOC_Os01g08260	Os01g0177900	None	None
LOC_Os01g08270	Os01g0178000	MH01g0088800	ZS01g0078200
LOC_Os01g08280	Os01g0178100	None	ZS01g0078300
LOC_Os01g08290	Os01g0178200	None	ZS01g0078400
LOC_Os01g08300	Os01g0178300	MH01g0089000	None
LOC_Os01g08310	Os01g0178400	None	None
LOC_Os01g08320	Os01g0178500	MH01g0089200	ZS01g0078600
LOC_Os01g08330	Os01g0178600	MH01g0089300	ZS01g0078700
LOC_Os01g08340	Os01g0178700	MH01g0089400	ZS01g0078800
LOC_Os01g08350	None	None	None
LOC_Os01g08360	Os01g0178850	None	None
LOC_Os01g08370	Os01g0178900	None	None
LOC_Os01g08380	Os01g0179000	None	None
LOC_Os01g08390	None	None	None
LOC_Os01g08400	Os01g0179200	MH01g0089800	ZS01g0079200
LOC_Os01g08410	Os01g0179300	MH01g0089900	ZS01g0079300
LOC_Os01g08420	Os01g0179400	None	None
LOC_Os01g08430	Os01g0179500	MH01g0090100	ZS01g0079500
LOC_Os01g08440	Os01g0179600	None	ZS01g0079600
LOC_Os01g08450	Os01g0179700	MH01g0090300	ZS01g0079700
LOC_Os01g08460	Os01g0179800	None	None
LOC_Os01g08464	Os01g0179901	None	None
LOC_Os01g08470	Os01g0180000	MH01g0090500	ZS01g0079900
LOC_Os01g08480	None	None	None
LOC_Os01g08490	Os01g0180100	None	None
LOC_Os01g08500	None	None	None
LOC_Os01g08510	Os01g0180300	MH01g0090700	ZS01g0080000
LOC_Os01g08520	Os01g0180400	MH01g0090800	ZS01g0080100
LOC_Os01g08530	Os01g0180500	None	None
LOC_Os01g08540	Os01g0180600	MH01g0091100	ZS01g0080300
LOC_Os01g08550	Os01g0180700	MH01g0091200	ZS01g0080400
LOC_Os01g08560	Os01g0180800	MH01g0091300	ZS01g0080500
LOC_Os01g08570	Os01g0180900	MH01g0091400	ZS01g0080600
LOC_Os01g08580	Os01g0181000	MH01g0091500	ZS01g0080700
LOC_Os01g08590	None	None	None
LOC_Os01g08600	Os01g0181300	MH01g0091700	ZS01g0081000
LOC_Os01g08610	None	None	None
LOC_Os01g08620	Os01g0181500	None	None
LOC_Os01g08630	None	MH01g0092200	ZS01g0081400
LOC_Os01g08640	None	None	None
LOC_Os01g08650	Os01g0182100	MH01g0092300	ZS01g0081500
LOC_Os01g08660	Os01g0182200	None	None
LOC_Os01g08670	Os01g0182300	None	None
LOC_Os01g08680	Os01g0182400	MH01g0092600	ZS01g0081800
LOC_Os01g08690	Os01g0182500	MH01g0092700	ZS01g0081900
LOC_Os01g08700	Os01g0182600	MH01g0092800	ZS01g0082000
LOC_Os01g08710	Os01g0182700	None	None
LOC_Os01g08720	None	None	None
LOC_Os01g08730	None	None	None
LOC_Os01g08740	None	None	None
LOC_Os01g08750	Os01g0182832	MH01g0093000	ZS01g0082100
LOC_Os01g08750	Os01g0182900	MH01g0093000	ZS01g0082100
LOC_Os01g08760	Os01g0183000	None	ZS01g0082200
LOC_Os01g08770	Os01g0183100	MH01g0093100	ZS01g0082300
LOC_Os01g08780	Os01g0183300	MH01g0093200	ZS01g0082400
LOC_Os01g08790	Os01g0183400	None	None
LOC_Os01g08800	Os01g0183500	MH01g0093300	None
LOC_Os01g08810	Os01g0183600	None	None
LOC_Os01g08814	Os01g0183633	None	None
LOC_Os01g08820	None	MH01g0093600	ZS01g0082800
LOC_Os01g08830	Os01g0183800	MH01g0093700	ZS01g0082900
LOC_Os01g08840	Os01g0183900	None	None
LOC_Os01g08850	Os01g0184000	MH01g0094000	ZS01g0083100
LOC_Os01g08860	Os01g0184100	None	None
LOC_Os01g08870	None	None	None
LOC_Os01g08880	Os01g0184200	None	None
LOC_Os01g08890	None	None	None
LOC_Os01g08930	Os01g0184500	MH01g0094200	ZS01g0083300
LOC_Os01g08940	Os01g0184600	MH01g0094300	None
LOC_Os01g08950	Os01g0184700	None	None
LOC_Os01g08960	Os01g0184800	None	None
LOC_Os01g08970	Os01g0184900	MH01g0094600	ZS01g0083700
LOC_Os01g08980	Os01g0185000	None	None
LOC_Os01g08990	Os01g0185100	MH01g0094700	ZS01g0083800
LOC_Os01g09000	Os01g0185200	MH01g0094800	ZS01g0083900
LOC_Os01g09010	Os01g0185300	MH01g0095000	ZS01g0084000
LOC_Os01g09020	Os01g0185400	MH01g0095100	ZS01g0084100
LOC_Os01g09030	Os01g0185500	MH01g0095200	ZS01g0084200
LOC_Os01g09050	None	None	None
LOC_Os01g09060	None	None	None
LOC_Os01g09080	Os01g0185900	MH01g0095300	ZS01g0084300
LOC_Os01g09090	None	MH01g0095400	ZS01g0084400
LOC_Os01g09100	Os01g0186000	MH01g0095500	ZS01g0084500
LOC_Os01g09110	None	MH01g0095600	ZS01g0084600
LOC_Os01g09120	Os01g0186200	MH01g0095900	ZS01g0084700
LOC_Os01g09130	Os01g0186400	None	None
LOC_Os01g09140	Os01g0186400	None	None
LOC_Os01g09150	Os01g0186500	None	None
LOC_Os01g09160	None	None	None
LOC_Os01g09170	None	None	None
LOC_Os01g09180	None	None	None
LOC_Os01g09190	Os01g0186600	None	None
LOC_Os01g09200	Os01g0186700	MH01g0096400	ZS01g0085000
LOC_Os01g09206	None	None	None
LOC_Os01g09212	None	None	None
LOC_Os01g09220	Os01g0186900	MH01g0096500	ZS01g0085100
LOC_Os01g09230	Os01g0187000	MH01g0096600	ZS01g0085200
LOC_Os01g09240	None	None	None
LOC_Os01g09246	Os01g0187400	MH01g0096800	ZS01g0085500
LOC_Os01g09252	Os01g0187500	MH01g0096900	ZS01g0085600
LOC_Os01g09260	Os01g0187600	None	None
LOC_Os01g09270	None	None	None
LOC_Os01g09280	Os01g0187900	MH01g0097200	ZS01g0085900
LOC_Os01g09290	None	None	None
LOC_Os01g09300	Os01g0188100	MH01g0097300	ZS01g0086100
LOC_Os01g09305	None	None	None
LOC_Os01g09310	Os01g0188200	None	None
LOC_Os01g09320	Os01g0188400	MH01g0097500	ZS01g0086300
LOC_Os01g09330	None	None	None
LOC_Os01g09340	None	None	None
LOC_Os01g09350	Os01g0188650	MH01g0097700	ZS01g0086500
LOC_Os01g09360	Os01g0188816	MH01g0097800	ZS01g0086600
LOC_Os01g09360	Os01g0188733	MH01g0097800	ZS01g0086600
LOC_Os01g09370	Os01g0188900	MH01g0097900	ZS01g0086700
LOC_Os01g09384	Os01g0189100	None	None
LOC_Os01g09400	None	None	None
LOC_Os01g09410	Os01g0189700	None	None
LOC_Os01g09420	Os01g0189800	MH01g0098200	None
LOC_Os01g09430	Os01g0190000	MH01g0098300	ZS01g0087100
LOC_Os01g09440	None	None	None
LOC_Os01g09450	Os01g0190300	None	None
LOC_Os01g09460	Os01g0190400	MH01g0098500	ZS01g0087300
LOC_Os01g09470	Os01g0190500	MH01g0098600	ZS01g0087400
LOC_Os01g09480	None	MH01g0098700	ZS01g0087500
LOC_Os01g09490	None	None	None
LOC_Os01g09500	Os01g0191000	None	None
LOC_Os01g09510	Os01g0191100	None	ZS01g0087700
LOC_Os01g09520	None	None	None
LOC_Os01g09530	None	None	None
LOC_Os01g09540	Os01g0191200	MH01g0098900	ZS01g0087800
LOC_Os01g09550	Os01g0191300	MH01g0099100	ZS01g0088000
LOC_Os01g09560	Os01g0191500	None	ZS01g0088100
LOC_Os01g09570	Os01g0191700	None	ZS01g0088300
LOC_Os01g09580	Os01g0191800	None	ZS01g0088400
LOC_Os01g09590	Os01g0191900	None	None
LOC_Os01g09600	None	None	None
LOC_Os01g09610	None	None	None
LOC_Os01g09620	Os01g0192000	None	ZS01g0089300
LOC_Os01g09640	Os01g0192300	None	ZS01g0089700
LOC_Os01g09650	None	None	ZS09g0182000
LOC_Os01g09660	Os01g0192500	None	None
LOC_Os01g09665	Os01g0192550	None	None
LOC_Os01g09670	Os01g0192600	None	None
LOC_Os01g09680	None	None	None
LOC_Os01g09690	Os01g0192800	None	ZS01g0090000
LOC_Os01g09700	Os01g0192900	None	None
LOC_Os01g09710	None	None	None
LOC_Os01g09720	None	None	None
LOC_Os01g09730	Os01g0193400	None	None
LOC_Os01g09740	Os01g0193500	None	ZS01g0090400
LOC_Os01g09750	Os01g0193600	None	ZS01g0090500
LOC_Os01g09760	Os01g0193900	None	None
LOC_Os01g09770	Os01g0194000	None	None
LOC_Os01g09790	Os01g0194200	None	ZS01g0090900
LOC_Os01g09800	Os01g0194300	None	ZS01g0091000
LOC_Os01g09810	None	None	ZS01g0091100
LOC_Os01g09830	Os01g0194600	None	None
LOC_Os01g09850	Os01g0195000	None	ZS01g0091400
LOC_Os01g09850	Os01g0195066	None	ZS01g0091400
LOC_Os01g09860	Os01g0195200	None	ZS01g0091500
LOC_Os01g09870	Os01g0195300	None	None
LOC_Os01g09880	Os01g0195400	None	None
LOC_Os01g09890	Os01g0195500	None	ZS01g0091700
LOC_Os01g09900	Os01g0195700	None	ZS01g0091800
LOC_Os01g09900	Os01g0195801	None	ZS01g0091800
LOC_Os01g09930	None	None	None
LOC_Os01g09940	Os01g0195967	None	None
LOC_Os01g09950	None	None	None
LOC_Os01g09960	None	None	None
LOC_Os01g09970	None	None	ZS01g0092500
LOC_Os01g09980	Os01g0196133	None	None
LOC_Os01g09990	Os01g0196300	None	ZS01g0092600
LOC_Os01g10000	None	None	None
LOC_Os01g10010	Os01g0196500	None	ZS01g0092800
LOC_Os01g10020	Os01g0196600	None	None
LOC_Os01g10030	Os01g0196800	None	None
LOC_Os01g10040	Os01g0197100	MH01g0109200	ZS01g0093000
LOC_Os01g10050	Os01g0197200	MH01g0109300	ZS01g0093100
LOC_Os01g10060	None	None	None
LOC_Os01g10070	Os01g0197350	None	None
LOC_Os01g10080	Os01g0197400	None	None
LOC_Os01g10090	Os01g0197450	MH01g0110100	ZS01g0093600
LOC_Os01g10100	Os01g0197500	MH01g0110200	ZS01g0093700
LOC_Os01g10110	Os01g0197700	MH01g0110400	ZS01g0093800
LOC_Os01g10120	None	None	None
LOC_Os01g10130	Os01g0197900	None	None
LOC_Os01g10140	Os01g0198000	None	None
LOC_Os01g10150	Os01g0198200	MH01g0110600	ZS01g0094000
LOC_Os01g10160	None	None	None
LOC_Os01g10170	None	None	None
LOC_Os01g10180	Os01g0198500	MH01g0110700	None
LOC_Os01g10195	Os01g0198702	MH01g0110800	ZS01g0094100
LOC_Os01g10200	None	None	None
LOC_Os01g10210	Os01g0198900	MH01g0111000	ZS01g0094300
LOC_Os01g10230	Os01g0199300	None	None
LOC_Os01g10240	Os01g0199350	MH07g0403200	ZS07g0443700
LOC_Os01g10250	Os01g0199400	MH01g0111600	ZS01g0094500
LOC_Os01g10260	Os01g0199700	None	None
LOC_Os01g10270	Os01g0199800	None	None
LOC_Os01g10280	Os01g0199900	MH01g0112200	ZS01g0094800
LOC_Os01g10290	Os01g0200000	MH01g0112300	ZS01g0094900
LOC_Os01g10300	None	None	None
LOC_Os01g10310	Os01g0200200	None	None
LOC_Os01g10320	Os01g0200300	MH01g0112600	ZS01g0095200
LOC_Os01g10340	Os01g0200400	MH01g0112700	ZS01g0095300
LOC_Os01g10350	Os01g0200500	MH01g0112800	ZS01g0095400
LOC_Os01g10370	Os01g0200600	None	None
LOC_Os01g10380	None	None	None
LOC_Os01g10390	None	None	None
LOC_Os01g10400	Os01g0200700	MH01g0113200	None
LOC_Os01g10410	None	None	None
LOC_Os01g10420	None	None	None
LOC_Os01g10430	Os01g0201000	MH01g0113400	None
LOC_Os01g10440	Os01g0201100	MH01g0113500	ZS01g0105600
LOC_Os01g10450	Os01g0201200	MH01g0113600	ZS01g0105700
LOC_Os01g10460	Os01g0201275	None	None
LOC_Os01g10460	Os01g0201300	None	None
LOC_Os01g10470	Os01g0201400	MH01g0113800	ZS01g0106200
LOC_Os01g10480	Os01g0201500	MH01g0113900	ZS01g0106300
LOC_Os01g10490	Os01g0201600	MH01g0114200	ZS01g0106400
LOC_Os01g10504	Os01g0201700	None	None
LOC_Os01g10520	Os01g0201800	None	ZS01g0106600
LOC_Os01g10530	Os01g0201900	None	None
LOC_Os01g10550	Os01g0202000	None	None
LOC_Os01g10560	None	None	None
LOC_Os01g10580	Os01g0202500	MH01g0115600	ZS01g0107100
LOC_Os01g10590	Os01g0202700	None	None
LOC_Os01g10600	Os01g0202800	MH01g0115800	ZS01g0107300
LOC_Os01g10610	Os01g0203000	None	ZS01g0107400
LOC_Os01g10630	Os01g0203300	MH01g0116100	ZS01g0107600
LOC_Os01g10640	Os01g0203400	MH01g0116200	ZS01g0107700
LOC_Os01g10650	None	None	None
LOC_Os01g10660	Os01g0203600	None	None
LOC_Os01g10670	Os01g0203700	None	None
LOC_Os01g10680	Os01g0203800	None	None
LOC_Os01g10690	Os01g0204000	MH01g0116700	ZS01g0108100
LOC_Os01g10700	None	MH01g0116900	None
LOC_Os01g10710	None	None	None
LOC_Os01g10720	None	None	None
LOC_Os01g10740	Os01g0204600	None	None
LOC_Os01g10750	None	None	ZS07g0430300
LOC_Os01g10760	Os01g0204800	None	None
LOC_Os01g10770	Os01g0204900	MH01g0117500	None
LOC_Os01g10780	Os01g0205000	None	None
LOC_Os01g10790	Os01g0205100	MH01g0117600	ZS01g0108400
LOC_Os01g10800	Os01g0205200	MH01g0117700	ZS01g0108500
LOC_Os01g10810	Os01g0205300	MH01g0117800	ZS01g0108600
LOC_Os01g10820	Os01g0205500	None	None
LOC_Os01g10830	Os01g0205600	None	None
LOC_Os01g10840	Os01g0205700	None	None
LOC_Os01g10850	Os01g0205900	MH01g0118200	ZS01g0109000
LOC_Os01g10860	Os01g0206200	MH01g0118300	ZS01g0109100
LOC_Os01g10870	Os01g0206300	MH01g0118400	ZS01g0109200
LOC_Os01g10880	Os01g0206600	None	ZS01g0109300
LOC_Os01g10890	Os01g0206700	MH01g0118700	ZS01g0109400
LOC_Os01g10900	Os01g0206800	MH01g0118800	ZS01g0109500
LOC_Os01g10910	None	None	None
LOC_Os01g10920	None	None	None
LOC_Os01g10930	Os01g0207200	MH01g0119000	ZS01g0109700
LOC_Os01g10940	Os01g0207300	None	ZS01g0109800
LOC_Os01g10950	Os01g0207400	MH01g0119200	ZS01g0109900
LOC_Os01g10960	Os01g0207600	None	None
LOC_Os01g10970	Os01g0207700	None	ZS01g0110200
LOC_Os01g10980	Os01g0207900	None	None
LOC_Os01g10990	Os01g0208000	None	None
LOC_Os01g11000	None	None	None
LOC_Os01g11010	Os01g0208400	MH01g0119800	ZS01g0110800
LOC_Os01g11020	None	None	None
LOC_Os01g11040	Os01g0208600	MH01g0119900	ZS01g0111000
LOC_Os01g11054	Os01g0208700	MH01g0120000	ZS01g0111100
LOC_Os01g11070	Os01g0209000	MH01g0120200	ZS01g0111200
LOC_Os01g11080	None	None	ZS01g0111300
LOC_Os01g11110	Os01g0209200	MH01g0120500	ZS01g0111500
LOC_Os01g11120	Os01g0209400	MH01g0120600	ZS01g0111600
LOC_Os01g11130	Os01g0209500	MH01g0120700	ZS01g0111700
LOC_Os01g11140	None	MH01g0120900	ZS01g0111800
LOC_Os01g11150	Os01g0209700	MH01g0121100	ZS01g0112100
LOC_Os01g11160	Os01g0209800	MH01g0121200	ZS01g0112300
LOC_Os01g11170	Os01g0210000	None	None
LOC_Os01g11190	None	None	None
LOC_Os01g11200	Os01g0210200	None	None
LOC_Os01g11210	Os01g0210300	None	None
LOC_Os01g11220	Os01g0210400	MH01g0121600	ZS01g0112700
LOC_Os01g11230	Os01g0210500	None	None
LOC_Os01g11240	Os01g0210600	MH01g0121800	ZS01g0112900
LOC_Os01g11250	Os01g0210700	MH01g0121900	ZS01g0113000
LOC_Os01g11260	Os01g0210800	None	ZS01g0113100
LOC_Os01g11270	Os01g0210900	MH01g0122100	ZS01g0113200
LOC_Os01g11280	Os01g0211000	MH01g0122200	None
LOC_Os01g11300	Os01g0211200	MH01g0122300	ZS01g0113900
LOC_Os01g11310	Os01g0211400	None	None
LOC_Os01g11320	None	None	None
LOC_Os01g11330	None	None	None
LOC_Os01g11340	Os01g0211600	None	None
LOC_Os01g11350	Os01g0211800	MH01g0122600	ZS01g0114400
LOC_Os01g11360	None	None	None
LOC_Os01g11370	Os01g0212100	None	None
LOC_Os01g11390	None	None	None
LOC_Os01g11400	None	None	None
LOC_Os01g11414	Os01g0212400	None	None
LOC_Os01g11430	Os01g0212500	MH01g0123100	ZS01g0114900
LOC_Os01g11450	None	None	None
LOC_Os01g11460	Os01g0212700	None	ZS01g0115100
LOC_Os01g11470	None	None	None
LOC_Os01g11480	None	None	None
LOC_Os01g11490	Os01g0213100	None	None
LOC_Os01g11500	Os01g0213100	None	None
LOC_Os01g11510	Os01g0213300	MH01g0123800	None
LOC_Os01g11520	Os01g0213400	MH01g0123900	None
LOC_Os01g11550	Os01g0213800	None	None
LOC_Os01g11570	Os01g0214200	MH01g0124500	ZS01g0115800
LOC_Os01g11580	Os01g0214300	None	None
LOC_Os01g11590	Os01g0214400	None	None
LOC_Os01g11600	Os01g0214500	MH01g0124700	None
LOC_Os01g11620	Os01g0214600	MH01g0124900	ZS01g0116200
LOC_Os01g11640	None	None	None
LOC_Os01g11650	Os01g0214800	MH01g0125100	None
LOC_Os01g11660	Os01g0215000	None	None
LOC_Os01g11670	Os01g0215100	None	ZS01g0116400
LOC_Os01g11680	None	MH01g0125300	None
LOC_Os01g11690	None	None	None
LOC_Os01g11700	Os01g0215500	MH01g0125500	ZS01g0116600
LOC_Os01g11704	None	None	None
LOC_Os01g11710	Os01g0215700	MH01g0125800	ZS01g0116900
LOC_Os01g11720	Os01g0215800	None	None
LOC_Os01g11730	Os01g0216000	None	None
LOC_Os01g11740	Os01g0216300	None	None
LOC_Os01g11750	Os01g0216400	None	None
